Ref.Data,Citta,Zona,Address,Price,Dimension (m2),Floor,Ascensore,Rooms,Bathrooms,Build.Date,Stato,longitude,latitude
03/05/2023,Torino,Cenisia,via Frejus 97,75000,45,2,0,2,1,1960,Buono / Abitabile,7.6433002,45.0702645
08/04/2023,Torino,San Paolo,corso Carlo e Nello Rosselli 168,149000,80,0,1,2,1,1970,Ottimo / Ristrutturato,7.6445919,45.0559025
06/09/2022,Torino,San Paolo,45 m²,139000,45,3,0,2,1,1980,,7.6824892,45.0677551
31/03/2022,Torino,Santa Rita,corso Carlo e Nello Rosselli 106,300000,100,3,1,3,1,2002,Ottimo / Ristrutturato,7.653536,45.0538663
23/09/2022,Torino,San Paolo,via Lurisia 5,219000,110,1,1,4,1,1970,Ottimo / Ristrutturato,7.6467604,45.0600012
02/05/2023,Torino,San Paolo,via Issiglio 56,315000,79,1,1,3,1,2023,Nuovo / In costruzione,7.6397961,45.0633105
09/05/2023,Torino,San Paolo,via Caraglio 18,169000,85,3,1,4,1,1906,Buono / Abitabile,7.6420331,45.0658139
02/05/2023,Torino,San Paolo,via Issiglio 55,390000,107,7,1,4,2,2021,Nuovo / In costruzione,7.640067,45.0638938
21/04/2023,Torino,Cenisia,via Revello 59,145000,70,0,0,2,2,1980,Buono / Abitabile,7.6480045,45.0658996
12/09/2022,Torino,San Paolo,via Issiglio 20,147000,65,5,1,2,1,1980,Ottimo / Ristrutturato,7.6405624,45.06591
17/06/2022,Torino,San Paolo,via Dante Di Nanni 99,62000,50,0,0,2,1,1970,Ottimo / Ristrutturato,7.6486816,45.0636875
28/04/2023,Torino,Cenisia,via Venasca 23,69000,45,4,0,2,1,1930,Buono / Abitabile,7.6504294,45.0665161
11/04/2023,Torino,San Paolo,corso Peschiera 231,188000,100,2,1,4,1,1950,Buono / Abitabile,7.6389485,45.0685239
17/11/2022,Torino,San Paolo,via Lussimpiccolo 3,119000,85,3,0,4,1,1950,Buono / Abitabile,7.6492379,45.0568096
13/12/2022,Torino,San Paolo,via Volvera 9,99000,55,4,1,2,1,1970,Buono / Abitabile,7.648645,45.0628523
28/02/2021,Torino,San Paolo,via Carmelo Borg Pisani 23,98000,65,0,0,2,1,1950,Buono / Abitabile,7.6490029,45.0608523
08/01/2021,Torino,San Paolo,via Monginevro 71,77000,55,3,0,2,1,1940,Buono / Abitabile,7.6453978,45.0644531
30/09/2022,Torino,Cenisia,via Germanasca 32,44000,30,5,0,1,1,1980,Buono / Abitabile,7.6522425,45.0653673
04/05/2023,Torino,Cenisia,via Revello 19,185000,75,4,1,3,1,2004,Ottimo / Ristrutturato,7.6488604,45.0690627
22/02/2023,Torino,San Paolo,via Dante di Nanni 120,179000,100,2,1,4,1,1980,Ottimo / Ristrutturato,7.6473712,45.0625281
12/09/2020,Torino,Cenisia,corso Francesco Ferrucci 46,290000,85,0,1,4,1,1980,Buono / Abitabile,7.654899,45.0690577
04/05/2023,Torino,Cenisia,via Bussoleno 15,73000,42,0,0,2,1,1980,Buono / Abitabile,7.6451119,45.071705
17/06/2022,Torino,San Paolo,via caraglio 47,174000,110,3,0,4,1,1940,Buono / Abitabile,7.6422133,45.0638338
17/06/2022,Torino,San Paolo,via Spalato 76,75000,45,6,1,2,1,1970,Ottimo / Ristrutturato,7.6507076,45.0569867
17/04/2023,Torino,San Paolo,via volvera 13,319000,130,4,1,5,2,1960,Buono / Abitabile,7.648382,45.0631023
21/06/2022,Torino,Cenisia,via Monginevro 5,125000,65,3,0,2,1,1920,Ottimo / Ristrutturato,7.4988791,45.0707564
21/04/2023,Torino,San Paolo,corso Peschiera 187,139000,72,3,0,3,1,1940,Da ristrutturare,7.6459716,45.0658032
14/03/2023,Torino,Cenisia,corso Racconigi 54,185000,90,3,0,4,1,1980,Ottimo / Ristrutturato,7.6455072,45.0682817
25/10/2022,Torino,Cenisia,via Fratelli Bandiera 6,132000,65,3,1,2,1,1938,Buono / Abitabile,7.5225243,45.0663364
05/12/2022,Torino,Cenisia,via Germanasca 10,80000,60,0,0,2,1,1980,,7.6528379,45.0673306
28/02/2023,Torino,San Paolo,corso Racconigi,165000,112,4,1,4,2,1965,Buono / Abitabile,7.6478741,45.0741692
17/11/2022,Torino,Cenisia,corso Vittorio Emanuele II 233,350000,119,3,1,4,2,1970,Buono / Abitabile,7.6448836,45.0747032
09/05/2023,Torino,Borgo Vittoria,via sospello 147,69000,45,4,1,2,1,1960,Ottimo / Ristrutturato,7.6786069,45.102874
09/05/2023,Torino,Borgo Vittoria,via Cristoforo Beggiamo 3,89000,50,1,1,2,2,1960,Buono / Abitabile,7.6779577,45.0981631
09/05/2023,Torino,Borgo Vittoria,via ticino 26,55000,50,2,0,2,1,1940,Ottimo / Ristrutturato,7.6806433,45.096077
09/05/2023,Torino,Borgo Vittoria,via Fratelli Lajolo 8,49000,48,2,0,2,1,1930,Buono / Abitabile,7.6792894,45.0984137
09/05/2023,Torino,Don Bosco,via San Giovanni Bosco,29550,48,2,0,3,1,1980,,7.670962,45.0095336
08/05/2023,Torino,Borgo Vittoria,via Gramegna,18000,56,4,0,3,1,1980,Buono / Abitabile,7.6747833,45.0934048
08/05/2023,Torino,Borgo Vittoria,via Chiesa della Salute,33750,52,3,0,3,1,1980,,7.6790393,45.0955453
09/05/2023,Torino,Borgo Vittoria,via Sospello,57750,99,0,0,4,1,1980,Buono / Abitabile,7.6850059,45.1023997
09/05/2023,Torino,Borgo Vittoria,via Natale Palli 10,39000,60,0,1,2,1,1970,Buono / Abitabile,7.6826502,45.1016552
08/05/2023,Torino,Parco Dora,corso Umbria 16,185000,75,4,1,3,1,2006,Ottimo / Ristrutturato,7.6698149,45.0828583
08/05/2023,Torino,Borgo Vittoria,via Breglio 71,49000,55,2,1,2,1,1960,Buono / Abitabile,7.6776441,45.0989888
08/05/2023,Torino,Borgo Vittoria,via bibiana 8,109000,75,0,0,3,1,1940,Buono / Abitabile,7.6749526,45.0951339
08/05/2023,Torino,Borgo Vittoria,via Giovanni Randaccio 2,86000,86,0,1,3,1,1964,Buono / Abitabile,7.6821117,45.0964721
08/05/2023,Torino,Borgo Vittoria,via Michele Coppino 43,149000,144,2,1,4,1,1960,Buono / Abitabile,7.6827485,45.100622
24/04/2023,Torino,Borgo Vittoria,via Campiglia,194000,80,1,1,3,1,1980,Nuovo / In costruzione,7.6744865,45.1012175
07/05/2023,Torino,Don Bosco,via Don Giovanni Bosco,245000,90,1,0,2,1,1980,Nuovo / In costruzione,7.6575786,45.0855078
08/05/2023,Torino,Borgo Vittoria,via Emilio Bongiovanni 31,29900,50,4,0,2,1,1960,Buono / Abitabile,7.6817289,45.0996907
08/05/2023,Torino,Borgo Vittoria,via Breglio,117000,89,5,1,5,2,1980,,7.6851067,45.0985008
08/05/2023,Torino,Borgo Vittoria,Palazzo - Edificio in Vendita,590000,914,7,0,1,1,1960,Buono / Abitabile,,
08/05/2023,Torino,Don Bosco,corso Umbria,179000,65,2,1,3,1,1980,Nuovo / In costruzione,7.6673805,45.0854053
08/05/2023,Torino,Aurora,corso Principe Oddone,204000,80,2,1,3,1,1980,Nuovo / In costruzione,7.6737377,45.0844289
08/05/2023,Torino,Borgo Vittoria,via Bibiana,213000,90,3,1,3,1,1980,Nuovo / In costruzione,7.6786413,45.101892
07/05/2023,Torino,Borgo Vittoria,via Gandino,28500,68,0,0,4,1,1980,Buono / Abitabile,7.682808,45.1044723
06/05/2023,Torino,Parco Dora,via Macerata 19,65000,68,0,0,3,2,1920,Da ristrutturare,7.6699184,45.0841744
08/05/2023,Torino,Don Bosco,corso Umbria,162000,65,3,1,3,1,1980,Nuovo / In costruzione,7.6673805,45.0854053
08/05/2023,Torino,Aurora,corso Principe Oddone,222000,100,2,1,3,1,1980,Nuovo / In costruzione,7.6737377,45.0844289
08/05/2023,Torino,Borgo Vittoria,via Mihcele Coppino,170000,85,5,1,3,1,1980,Nuovo / In costruzione,,
05/05/2023,Torino,Borgo Vittoria,via PALLI,54000,64,2,1,2,1,1960,Da ristrutturare,7.6798269,45.1017825
05/05/2023,Torino,Borgo Vittoria,via Principe d'Anhalt 3,55000,63,3,0,3,1,1980,Buono / Abitabile,7.6764625,45.0964018
05/05/2023,Torino,Borgo Vittoria,via Costantino Nigra 13,49000,48,2,0,2,1,1960,Buono / Abitabile,7.6794115,45.0997978
05/05/2023,Torino,Don Bosco,via Vicenza 4/b,125000,50,5,1,2,1,1997,Ottimo / Ristrutturato,7.6643077,45.0851541
09/05/2023,Torino,Borgo Vittoria,via Sospello 143,49900,55,2,1,2,1,1960,Buono / Abitabile,7.6782291,45.1028817
05/05/2023,Torino,Borgo Vittoria,via Bibiana 107,229000,150,1,1,5,2,1992,Ottimo / Ristrutturato,7.678749,45.1032262
05/05/2023,Torino,Borgo Vittoria,via Michele Coppino 87,79000,80,0,1,3,1,1970,Ottimo / Ristrutturato,7.6782178,45.1008986
04/05/2023,Torino,Don Bosco,via Don Giovanni Bosco 65,49000,45,3,0,2,1,1980,Da ristrutturare,7.6621331,45.0846712
04/05/2023,Torino,Don Bosco,via Don Giovanni Bosco 65,98000,88,3,0,4,2,1980,Da ristrutturare,7.6621331,45.0846712
04/05/2023,Torino,Don Bosco,via Don Giovanni Bosco 65,49000,43,3,0,2,1,1980,Da ristrutturare,7.6621331,45.0846712
04/05/2023,Torino,Parco Dora,via Verolengo,120000,61,2,1,2,1,2013,Ottimo / Ristrutturato,7.6672291,45.0951671
02/05/2023,Torino,Borgo Vittoria,via Casteldelfino 8,69000,70,3,1,2,1,1970,Ottimo / Ristrutturato,7.6721203,45.0984349
02/05/2023,Torino,Borgo Vittoria,via Breglio 105,125000,85,2,1,3,1,1950,Da ristrutturare,7.6743881,45.0992725
04/05/2023,Torino,Borgo Vittoria,via Leonardo Fea 30,25000,25,5,1,1,1,1960,Da ristrutturare,7.6775139,45.1068037
02/05/2023,Torino,Borgo Vittoria,via Ciamarella,75000,65,2,0,3,2,1970,Ottimo / Ristrutturato,7.5132616,45.0818444
02/05/2023,Torino,Don Bosco,via SONDRIO,140000,55,2,0,3,1,1980,,7.6600413,45.0857601
01/05/2023,Torino,Aurora,corso Principe Oddone 50,72000,68,2,1,2,1,1930,Ottimo / Ristrutturato,7.6737389,45.083684
08/05/2023,Torino,Don Bosco,via Don Giovanni Bosco,161000,75,2,0,3,1,1980,Nuovo / In costruzione,7.6575786,45.0855078
08/05/2023,Torino,Borgo Vittoria,via Bibiana,230000,110,1,1,4,2,1980,Nuovo / In costruzione,7.6786413,45.101892
08/05/2023,Torino,Borgo Vittoria,via Vibo,188000,95,2,1,3,1,1980,Nuovo / In costruzione,7.7790445,45.0424547
08/05/2023,Torino,Borgo Vittoria,via Chiesa Della Salute,162000,70,4,1,3,1,1980,Nuovo / In costruzione,7.6790393,45.0955453
08/05/2023,Torino,Borgo Vittoria,corso Venezia,263000,125,3,1,4,2,1980,Nuovo / In costruzione,7.6856857,45.098132
05/05/2023,Torino,Borgo Vittoria,via Bibiana,127000,85,1,1,3,1,1980,,7.6786413,45.101892
29/04/2023,Torino,Borgo Vittoria,via Orvieto 14,58000,50,1,0,2,1,1940,Buono / Abitabile,7.6708803,45.0920195
29/04/2023,Torino,Borgo Vittoria,via michele coppino 120,75000,55,1,1,2,1,1970,Buono / Abitabile,7.6753481,45.1016388
29/04/2023,Torino,Borgo Vittoria,via Campiglia 34,149000,90,5,1,3,1,1970,Buono / Abitabile,7.6747035,45.1018897
09/05/2023,Torino,Borgo Vittoria,via Cardinal Massaia 40,209000,110,0,1,4,1,1960,Ottimo / Ristrutturato,,
02/05/2023,Torino,Borgo Vittoria,via Casteldelfino 10,54000,55,2,1,2,1,1964,Buono / Abitabile,7.6721616,45.0986987
05/05/2023,Torino,Parco Dora,via Verolengo 29/1,85000,50,4,1,2,1,2006,Ottimo / Ristrutturato,7.6672291,45.0951671
28/04/2023,Torino,Borgo Vittoria,via Leopoldo Usseglio 16,65000,65,3,0,3,1,1940,Ottimo / Ristrutturato,7.6756498,45.0983614
28/04/2023,Torino,Madonna di Campagna,via Michele Coppino 148,135000,90,4,1,3,1,1955,Ottimo / Ristrutturato,7.6722117,45.1014454
08/05/2023,Torino,Parco Dora,corso Enrico Gamba 24,229000,75,5,1,4,1,2007,Ottimo / Ristrutturato,7.6721677,45.0853186
09/05/2023,Torino,Don Bosco,via don bosco 56,43000,40,4,0,2,1,1940,Da ristrutturare,7.6638606,45.0842714
10/05/2023,Torino,Borgo Vittoria,via Michele Coppino,79000,54,6,1,2,1,1960,Ottimo / Ristrutturato,7.6773961,45.1010437
09/05/2023,Torino,Borgo Vittoria,via bibiana 83,81000,65,4,1,2,1,1965,Ottimo / Ristrutturato,7.6784934,45.101628
08/05/2023,Torino,Borgo Vittoria,via Chiesa della Salute 37,59000,70,4,0,3,1,1980,Ottimo / Ristrutturato,7.6793375,45.0967223
05/05/2023,Torino,Don Bosco,via Bari 10,99000,72,3,0,3,1,1960,Ottimo / Ristrutturato,7.1238394,45.1386539
27/04/2023,Torino,Borgo Vittoria,via Michele Antonio Vibò 66,75000,70,3,1,3,1,1950,Buono / Abitabile,7.6729848,45.0963108
29/04/2023,Torino,Borgo Vittoria,via Arturo Colautti,75000,65,5,1,2,1,1960,Buono / Abitabile,7.6786908,45.0975009
26/04/2023,Torino,Borgo Vittoria,via Bibiana,102000,85,0,1,3,2,1970,Buono / Abitabile,7.6786413,45.101892
26/04/2023,Torino,Don Bosco,Loft via Ceva 44,168000,100,1,0,1,1,1980,Ottimo / Ristrutturato,,
26/04/2023,Torino,Borgo Vittoria,via Gaetano Mosca 10,109000,85,1,1,3,1,1970,Buono / Abitabile,7.6778021,45.1016494
24/04/2023,Torino,San Donato,corso Regina Margherita 179,69000,40,0,0,2,1,1930,Ottimo / Ristrutturato,7.6680126,45.0816407
21/04/2023,Torino,Borgo Vittoria,via Paolo della Cella 22,126000,97,6,1,4,1,1957,Buono / Abitabile,7.6793778,45.1060341
08/05/2023,Torino,Borgo Vittoria,via Chiesa della Salute 15,139000,100,1,0,4,1,1950,Ottimo / Ristrutturato,7.678139,45.0938424
28/04/2023,Torino,Borgo Vittoria,via Francesco Baracca 64,65000,60,5,1,2,1,1960,Da ristrutturare,7.6823713,45.1018603
08/05/2023,Torino,Don Bosco,via Aquila 3,79000,77,2,0,3,1,1980,Buono / Abitabile,7.664943,45.0836702
04/05/2023,Torino,Borgo Vittoria,plurifamiliare corso Benedetto Brin 5,495000,547,4,1,5,1,1970,Buono / Abitabile,,
26/04/2023,Torino,Borgo Vittoria,via Chiesa della Salute 71,184000,140,3,0,4,1,1960,Ottimo / Ristrutturato,7.6805473,45.0994274
20/04/2023,Torino,Parco Dora,corso Enrico Gamba 37,149000,67,3,1,2,1,1980,Ottimo / Ristrutturato,7.6705077,45.0852475
19/04/2023,Torino,Borgo Vittoria,via Bibiana,97000,80,1,1,3,1,1957,Buono / Abitabile,7.6786413,45.101892
08/05/2023,Torino,Don Bosco,corso Regina Margherita 216,175000,85,5,1,3,1,1900,Ottimo / Ristrutturato,7.6673643,45.0823384
09/05/2023,Torino,Borgo Vittoria,via Cristoforo Beggiamo 13,118000,90,1,1,3,1,1950,Buono / Abitabile,7.678896,45.0980783
03/05/2023,Torino,Borgo Vittoria,via Giovanni Randaccio 8,159000,90,5,1,3,1,1965,Nuovo / In costruzione,7.6822806,45.0968304
20/04/2023,Torino,Don Bosco,via Livorno 3,75000,65,4,1,3,1,1931,Buono / Abitabile,7.6667527,45.0828678
08/05/2023,Torino,Parco Dora,corso Ottone Rosai 38,149000,75,5,1,3,1,2007,Ottimo / Ristrutturato,7.6710343,45.0869531
08/05/2023,Torino,Borgo Vittoria,via casteldelfino 10,119000,80,6,1,3,1,1960,Ottimo / Ristrutturato,7.6721616,45.0986987
19/04/2023,Torino,Borgo Vittoria,via Chiesa della Salute 3,109000,60,4,1,3,1,1930,Ottimo / Ristrutturato,7.6775532,45.0925963
18/04/2023,Torino,Borgo Vittoria,via Giacomo Grosso 16,94000,80,2,1,3,1,1980,Da ristrutturare,7.6839095,45.1053062
08/05/2023,Torino,Borgo Vittoria,corso Grosseto,139000,65,6,1,2,1,1980,Nuovo / In costruzione,7.6816109,45.104345
08/05/2023,Torino,Borgo Vittoria,via Baracca,170000,75,5,1,3,1,1980,Nuovo / In costruzione,7.5236722,45.1020788
18/04/2023,Torino,Borgo Vittoria,via Bibiana,102000,85,0,1,3,2,1970,Ottimo / Ristrutturato,7.6786413,45.101892
09/05/2023,Torino,Borgo Vittoria,via bibiana 103,57000,48,5,1,2,1,1960,Buono / Abitabile,7.6787207,45.1030441
08/05/2023,Torino,Borgo Vittoria,via vibò 19,65000,55,2,0,2,1,1940,Buono / Abitabile,7.7790445,45.0424547
08/05/2023,Torino,Borgo Vittoria,via errico giachino 24,94000,77,5,1,3,1,1940,Ottimo / Ristrutturato,7.6760239,45.0913833
18/04/2023,Torino,Borgo Vittoria,via Bibiana,97000,85,0,1,3,2,1980,Buono / Abitabile,7.6786413,45.101892
05/05/2023,Torino,Borgo Vittoria,via Ala di Stura 60,149000,78,8,1,3,1,2007,Ottimo / Ristrutturato,7.6852339,45.1063834
13/04/2023,Torino,Borgo Vittoria,corso Venezia 65,159000,115,5,1,4,1,1970,Buono / Abitabile,7.6838754,45.097142
09/05/2023,Torino,Don Bosco,corso Regina Margherita 218,59000,45,1,1,2,1,1980,Buono / Abitabile,7.667123,45.0824192
27/04/2023,Torino,Borgo Vittoria,via Casteldelfino 21,159000,110,1,1,4,1,1970,Ottimo / Ristrutturato,7.6724668,45.1014111
06/05/2023,Torino,Borgo Vittoria,via Giovanni Randaccio 18,123000,96,4,1,3,1,1970,Da ristrutturare,7.6826189,45.0975523
09/05/2023,Torino,Borgo Vittoria,via palli 14,38000,55,5,0,2,1,1950,Buono / Abitabile,,
07/05/2023,Torino,Borgo Vittoria,via Saorgio 9,68000,60,2,0,2,1,1934,Ottimo / Ristrutturato,7.6820975,45.0962269
09/05/2023,Torino,Borgo Vittoria,via Fontanella 5,69800,110,1,0,4,2,1950,Buono / Abitabile,7.6793045,45.0954692
06/04/2023,Torino,Don Bosco,corso Regina Margherita 238,138000,95,6,1,3,1,1955,Buono / Abitabile,7.6637603,45.0835288
07/04/2023,Torino,Borgo Vittoria,via Breglio 16,145000,106,3,1,4,1,1960,Buono / Abitabile,7.683737,45.0986852
12/04/2023,Torino,Borgo Vittoria,via Breglio 91,159000,105,7,1,4,1,1965,Buono / Abitabile,7.6757341,45.0991552
18/04/2023,Torino,Aurora,corso Principe Oddone 64,279000,115,2,1,5,2,1930,Buono / Abitabile,7.674925,45.0853778
11/04/2023,Torino,Borgo Vittoria,via Costantino Nigra 14,149000,110,3,1,4,1,1960,Buono / Abitabile,7.6796095,45.0998414
04/05/2023,Torino,Borgo Vittoria,via Saorgio 30,95000,80,5,1,3,1,1960,Buono / Abitabile,7.6799604,45.0966159
18/04/2023,Torino,Borgo Vittoria,via Vittoria 34,90000,90,5,1,4,1,1980,Buono / Abitabile,7.6775895,45.0960298
08/05/2023,Torino,Borgo Vittoria,corso Venezia 5,149000,110,5,1,4,1,1970,Buono / Abitabile,7.6789451,45.0921518
09/05/2023,Torino,Don Bosco,via San Giovanni Bosco 65,103000,71,2,0,4,1,1909,Buono / Abitabile,7.6621331,45.0846712
04/04/2023,Torino,Borgo Vittoria,via Gaetano Mosca 16,100000,100,0,1,4,1,1960,Da ristrutturare,7.6779164,45.1023927
08/04/2023,Torino,Aurora,corso Principe Oddone 38,129000,120,1,0,5,1,1930,Da ristrutturare,7.6728867,45.0824637
08/05/2023,Torino,Borgo Vittoria,via lajolo 4,159000,85,1,1,3,2,2006,Nuovo / In costruzione,,
09/05/2023,Torino,Borgo Vittoria,via coppino 53,79000,55,1,0,2,1,1955,Buono / Abitabile,,
07/04/2023,Torino,Aurora,ottimo stato,290000,150,1,0,5,2,1900,Ottimo / Ristrutturato,,
08/05/2023,Torino,Borgo Vittoria,via saorgio 92,49000,55,2,0,2,1,1960,Buono / Abitabile,7.6736954,45.098519
31/03/2023,Torino,Don Bosco,via Fossano 21,149000,95,0,1,4,1,1960,Buono / Abitabile,7.6603946,45.0856103
12/04/2023,Torino,Parco Dora,via Adolphe Daubrée 4,185000,63,6,1,2,1,1980,Ottimo / Ristrutturato,7.666514,45.0885483
03/04/2023,Torino,Borgo Vittoria,via Conte di Roccavione 105,249000,145,7,1,5,2,1969,Buono / Abitabile,7.6768315,45.1037819
08/05/2023,Torino,Borgo Vittoria,via visconti 12,39000,50,0,0,2,1,1960,Buono / Abitabile,,
09/05/2023,Torino,San Donato,via Domenico Capellina 25,39000,45,0,1,2,1,1930,Da ristrutturare,7.6642482,45.0826803
31/03/2023,Torino,Borgo Vittoria,via Daun 6,58000,53,3,0,2,1,1980,Buono / Abitabile,7.6782952,45.0957768
18/04/2023,Torino,Borgo Vittoria,via de marchi 52,79500,55,4,1,2,1,2001,Ottimo / Ristrutturato,,
04/05/2023,Torino,Don Bosco,via Don Giovanni Bosco 38,119000,114,3,0,4,1,1908,Buono / Abitabile,7.666133,45.0835878
05/04/2023,Torino,Borgo Vittoria,via Campiglia 20,45000,60,3,0,2,1,1965,Buono / Abitabile,7.6745193,45.1007064
09/05/2023,Torino,Borgo Vittoria,via chiesa della salute 106,65000,75,5,1,3,1,1960,Buono / Abitabile,7.6809851,45.1010118
03/05/2023,Torino,Borgo Vittoria,via De Marchi,85000,75,2,0,3,1,1960,Buono / Abitabile,7.6764108,45.1071104
06/04/2023,Torino,Borgo Vittoria,via Sospello 154,49000,50,0,1,2,1,1970,Buono / Abitabile,7.679191,45.1025984
18/04/2023,Torino,Borgo Vittoria,via Bibiana 42,97000,85,0,1,3,2,1970,Ottimo / Ristrutturato,7.6768878,45.0973964
05/05/2023,Torino,Borgo Vittoria,via Campiglia 26,58000,60,2,1,2,1,1965,Buono / Abitabile,7.6745653,45.1010012
04/04/2023,Torino,Borgo Vittoria,via Casteldelfino 18,85000,60,8,1,2,1,1960,Buono / Abitabile,7.6722555,45.0993
09/05/2023,Torino,Borgo Vittoria,via chiesa della salute 113,58000,55,4,1,2,1,1960,Buono / Abitabile,7.6809648,45.1024619
08/05/2023,Torino,Borgo Vittoria,via Saorgio,211000,85,3,1,3,1,1980,Nuovo / In costruzione,7.6795311,45.0965959
08/05/2023,Torino,Borgo Vittoria,Viq Rendaccio,263000,100,1,1,3,2,1980,Nuovo / In costruzione,,
08/05/2023,Torino,Borgo Vittoria,corso Venezia,222000,95,1,1,3,2,1980,Nuovo / In costruzione,7.6856857,45.098132
08/05/2023,Torino,Don Bosco,corso Alessandro Tassoni,209000,80,2,1,3,1,1980,Nuovo / In costruzione,7.6556486,45.0837899
08/05/2023,Torino,Borgo Vittoria,via Breglio,221000,100,2,1,3,1,1980,Nuovo / In costruzione,7.6851067,45.0985008
19/04/2023,Torino,Borgo Vittoria,via Ciamarella 12,40000,60,0,0,2,1,1940,Buono / Abitabile,7.6734391,45.0922925
08/05/2023,Torino,Borgo Vittoria,via Luigi Gramegna 2,63000,50,1,0,3,1,1952,Da ristrutturare,7.6747908,45.0934542
27/03/2023,Torino,Don Bosco,via don bosco 69,27000,45,4,0,2,1,1930,Da ristrutturare,7.6617119,45.0847978
19/04/2023,Torino,Borgo Vittoria,via Natale Palli 2,59000,57,2,1,2,1,1960,Buono / Abitabile,7.6832776,45.1016076
04/05/2023,Torino,Borgo Vittoria,via Sospello 143,100000,110,2,1,4,2,1960,Buono / Abitabile,7.6782291,45.1028817
29/03/2023,Torino,Borgo Vittoria,via Stradella 88,29000,76,6,1,5,3,1950,Da ristrutturare,7.6735542,45.095329
04/04/2023,Torino,Don Bosco,via Don Bosco,74000,55,0,0,2,1,1922,Buono / Abitabile,7.6581043,45.0854941
26/04/2023,Torino,Borgo Vittoria,via Coppino 61,59000,55,5,1,2,1,1960,Buono / Abitabile,,
08/05/2023,Torino,Borgo Vittoria,via stradella 20,69000,50,1,1,2,1,1970,Buono / Abitabile,7.6785644,45.091737
28/03/2023,Torino,Borgo Vittoria,via Francesco Baracca 35,135000,96,2,0,5,1,1955,Ottimo / Ristrutturato,7.6819013,45.1000591
08/05/2023,Torino,Borgo Vittoria,Loft via Carlo D'Allery 6,145000,92,0,0,3,2,2020,Nuovo / In costruzione,,
10/05/2023,Torino,Borgo Vittoria,via Casteldelfino,79000,53,2,1,2,1,1965,Ottimo / Ristrutturato,7.6724668,45.1014111
09/05/2023,Torino,Borgo Vittoria,via Daun 6,82500,80,3,0,3,1,1960,Buono / Abitabile,7.6782952,45.0957768
08/05/2023,Torino,Borgo Vittoria,via usseglio 18,69000,75,3,0,3,1,1950,Ottimo / Ristrutturato,,
08/05/2023,Torino,Borgo Vittoria,via stradella 66,83000,75,4,1,3,1,1965,Ottimo / Ristrutturato,7.6750333,45.0940369
14/04/2023,Torino,Borgo Vittoria,via Saorgio 96,215000,115,6,1,4,2,2005,Buono / Abitabile,7.6734292,45.0987396
13/04/2023,Torino,Borgo Vittoria,via sospello 173,139000,110,0,1,4,2,1970,Buono / Abitabile,7.6817542,45.1032801
22/03/2023,Torino,Barriera di Milano,via Stradella 12,39000,55,2,0,2,1,1950,Ottimo / Ristrutturato,7.6795026,45.0911236
06/04/2023,Torino,Borgo Vittoria,via Saorgio 11,95000,85,0,1,3,1,1950,Buono / Abitabile,7.6819242,45.0962474
18/04/2023,Torino,Borgo Vittoria,corso grosseto 156,149000,120,8,1,3,1,1960,Buono / Abitabile,7.6732377,45.1050116
20/03/2023,Torino,Borgo Vittoria,via Saorgio 23,65000,55,1,0,2,1,1950,Buono / Abitabile,7.6810061,45.0963556
09/05/2023,Torino,Borgo Vittoria,via roccavione 50,49000,50,1,1,2,1,1960,Buono / Abitabile,,
16/03/2023,Torino,Borgo Vittoria,via Carlo Lorenzini 13,83000,54,3,0,2,1,1959,Ottimo / Ristrutturato,7.6767204,45.0997388
19/04/2023,Torino,Don Bosco,via Graziadio Ascoli 7,74000,54,0,0,3,1,1930,Buono / Abitabile,7.6663892,45.0836355
14/04/2023,Torino,Borgo Vittoria,via Stradella 76,104000,86,1,0,4,1,1940,Buono / Abitabile,7.6742411,45.0947292
17/03/2023,Torino,Borgo Vittoria,via Natale Palli 63,149000,85,3,1,3,1,1965,Buono / Abitabile,7.6770978,45.1019404
16/03/2023,Torino,Don Bosco,corso Regina Margherita 218/bis,74000,38,4,0,2,1,1939,Ottimo / Ristrutturato,7.6668327,45.0825165
15/03/2023,Torino,San Donato,corso Regina Margherita 209,69000,45,1,1,2,1,2000,Ottimo / Ristrutturato,7.6638009,45.0830364
18/03/2023,Torino,Don Bosco,via Capua 24,54000,50,2,0,2,1,1950,Buono / Abitabile,7.6652937,45.0849431
11/04/2023,Torino,Don Bosco,via Capua 24,54000,50,2,0,2,1,1950,Buono / Abitabile,7.6652937,45.0849431
12/04/2023,Torino,Parco Dora,corso Enrico Gamba 39,220000,100,2,1,4,1,2005,Ottimo / Ristrutturato,7.6699326,45.0854245
14/03/2023,Torino,Don Bosco,via Capua 24,54000,50,2,0,2,1,1950,Buono / Abitabile,7.6652937,45.0849431
09/05/2023,Torino,Borgo Vittoria,via Natale Palli 22,79000,50,4,0,3,1,1960,Buono / Abitabile,7.6812549,45.101761
21/03/2023,Torino,Borgo Vittoria,via Saorgio 33,49000,55,2,1,2,1,1960,Buono / Abitabile,7.680096,45.0964628
08/05/2023,Torino,Borgo Vittoria,via stradella 20,69000,50,1,1,2,1,1970,Buono / Abitabile,7.6785644,45.091737
17/03/2023,Torino,Don Bosco,corso Regina Margherita 220,87000,70,2,1,3,1,1960,Ottimo / Ristrutturato,7.6665816,45.0826181
