Ref.Data,Citta,Zona,Address,Price,Dimension (m2),Floor,Ascensore,Rooms,Bathrooms,Build.Date,Stato,longitude,latitude
19/09/2022,Torino,San Salvario - Dante,via Ormea,171000,60,2,0,3,1,1980,Nuovo / In costruzione,7.6796329,45.0509678
19/09/2022,Torino,San Salvario - Dante,via Ilarione Petitti,251000,75,0,0,3,1,1980,Nuovo / In costruzione,7.6729795,45.0463416
29/12/2022,Torino,San Salvario - Baretti,via Nizza 21,450000,120,0,0,3,2,1880,Nuovo / In costruzione,7.6781805,45.0594145
29/08/2022,Torino,San Salvario - Dante,corso Dante Alighieri 119,325000,163,0,1,5,2,1970,Buono / Abitabile,7.6816094,45.0459045
29/08/2022,Torino,San Salvario - Dante,corso Dante Alighieri 119,245000,110,0,1,4,3,1975,,7.6816094,45.0459045
21/09/2022,Torino,San Salvario - Dante,corso Dante Alighieri 119,155000,75,0,1,3,2,1980,Buono / Abitabile,7.6816094,45.0459045
20/04/2023,Torino,Corso Bramante 61,corso Bramante 61,189000,90,1,1,4,2,1910,Ottimo / Ristrutturato,7.6712251,45.0431148
02/05/2023,Torino,San Salvario - Dante,via Madama Cristina 95,350000,120,3,1,5,2,1940,,7.67745,45.0498
13/04/2023,Torino,San Salvario - Dante,via Saluzzo 43,690000,182,4,1,5,3,2023,Nuovo / In costruzione,7.6777351,45.0554894
13/04/2023,Torino,San Salvario - Dante,Mansarda via Saluzzo 43,326000,90,5,1,3,2,2023,Nuovo / In costruzione,,
13/04/2023,Torino,San Salvario - Dante,via Saluzzo 43,350000,108,2,1,3,2,2023,Nuovo / In costruzione,7.6777351,45.0554894
13/04/2023,Torino,San Salvario - Dante,via Saluzzo 43,335000,102,0,1,3,2,2023,Nuovo / In costruzione,7.6777351,45.0554894
26/01/2023,Torino,San Salvario - Dante,Loft corso Dante Alighieri 102,549000,130,1,1,1,1,1900,Ottimo / Ristrutturato,,
20/04/2023,Torino,San Salvario - Baretti,via Principe Tommaso 35,415000,130,3,1,3,2,1924,Ottimo / Ristrutturato,7.6809319,45.056668
14/04/2023,Torino,San Salvario - Dante,via Nizza 107,185000,85,1,0,2,1,2018,Ottimo / Ristrutturato,7.6737166,45.0486731
20/04/2023,Torino,San Salvario - Dante,corso Bramante 61,199000,85,1,1,4,2,1917,Ottimo / Ristrutturato,7.6712251,45.0431148
28/12/2022,Torino,San Salvario - Dante,via Benvenuto Cellini 3,339000,97,6,1,3,1,1960,Ottimo / Ristrutturato,7.6698336,45.0444906
27/04/2023,Torino,San Salvario - Dante,via Vincenzo Monti 26,119000,75,1,0,3,1,1912,Ottimo / Ristrutturato,7.6778801,45.0480196
02/12/2022,Torino,San Salvario - Dante,corso Bramante 61,220000,110,3,1,4,2,1930,Buono / Abitabile,7.6712251,45.0431148
03/03/2023,Torino,San Salvario - Baretti,via Belfiore 19,89000,27,4,1,1,1,1900,Ottimo / Ristrutturato,7.6795556,45.056924
13/06/2022,Torino,San Salvario - Dante,via Valperga Caluso 30,435000,165,0,1,5,2,1950,Ottimo / Ristrutturato,7.6810105,45.0525952
20/10/2022,Torino,San Salvario - Dante,Loft via Nizza 107,179000,47,1,0,1,1,2018,Ottimo / Ristrutturato,,
05/05/2023,Torino,San Salvario - Dante,via Madama Cristina 105,198000,112,3,0,4,1,1883,Buono / Abitabile,7.6769255,45.0490214
03/04/2023,Torino,San Salvario - Baretti,via Saluzzo 16,375000,108,3,1,4,1,1850,Nuovo / In costruzione,7.6794059,45.0600991
24/11/2022,Torino,San Salvario - Dante,via Carlo Marochetti 17,345000,130,3,1,4,2,1970,Buono / Abitabile,7.6786839,45.0443139
03/04/2023,Torino,San Salvario - Baretti,via Saluzzo 16,198000,60,4,1,2,1,1850,Nuovo / In costruzione,7.6794059,45.0600991
07/04/2023,Torino,San Salvario - Dante,corso Raffaello 28,530000,145,2,1,4,2,1899,Nuovo / In costruzione,7.6799467,45.0508417
18/04/2023,Torino,San Salvario - Baretti,via Saluzzo 16,335000,88,4,1,3,1,1850,Nuovo / In costruzione,7.6794059,45.0600991
03/04/2023,Torino,San Salvario - Baretti,via Saluzzo 16,456000,124,4,1,4,2,1850,Nuovo / In costruzione,7.6794059,45.0600991
03/04/2023,Torino,San Salvario - Baretti,via Saluzzo 16,390000,109,3,1,5,2,1850,Nuovo / In costruzione,7.6794059,45.0600991
03/04/2023,Torino,San Salvario - Baretti,via Saluzzo 16,434000,128,3,1,4,2,1850,Nuovo / In costruzione,7.6794059,45.0600991
21/10/2022,Torino,San Salvario - Dante,via Gabriele Chiabrera,560000,122,2,1,3,2,2014,Ottimo / Ristrutturato,7.6795036,45.0443744
14/04/2023,Torino,San Salvario - Baretti,via Nizza 25,85000,45,3,1,2,1,1915,Buono / Abitabile,7.6778812,45.0589446
03/05/2023,Torino,San Salvario - Baretti,via San Pio V,395000,135,3,1,5,2,1960,Buono / Abitabile,7.6826045,45.0604249
02/05/2023,Torino,San Salvario - Dante,corso Raffaello 21/bis,180000,73,2,1,3,2,1962,Ottimo / Ristrutturato,7.6791429,45.0513573
13/04/2023,Torino,San Salvario - Dante,via Saluzzo 43,540000,132,4,1,5,2,2023,Nuovo / In costruzione,7.6777351,45.0554894
09/05/2023,Torino,San Salvario - Baretti,via Saluzzo,229000,100,4,1,4,1,1800,Buono / Abitabile,7.6740843,45.0462565
27/03/2023,Torino,San Salvario - Baretti,via Giuseppe Baretti 7,115000,55,5,0,3,1,1880,Ottimo / Ristrutturato,7.679461,45.0582039
03/04/2023,Torino,San Salvario - Dante,corso Raffaello 28,340000,89,1,1,3,1,1899,Nuovo / In costruzione,7.6799467,45.0508417
21/02/2023,Torino,San Salvario - Baretti,via San Pio V 18,395000,139,3,1,5,2,1950,Buono / Abitabile,7.682993,45.0602123
29/06/2022,Torino,San Salvario - Baretti,via Sant'Anselmo,220000,50,5,1,1,1,1881,Ottimo / Ristrutturato,7.6810662,45.0591201
02/05/2023,Torino,San Salvario - Dante,corso Dante Alighieri 103,1350000,330,8,1,5,3,2016,Nuovo / In costruzione,7.6806056,45.0467841
29/04/2023,Torino,San Salvario - Dante,Mansarda via ormea 101,62000,40,4,0,1,1,1920,Buono / Abitabile,,
02/12/2022,Torino,San Salvario - Dante,via Ormea 164,80000,40,2,1,2,1,2000,Ottimo / Ristrutturato,7.67522295336235,45.0431346
02/12/2022,Torino,San Salvario - Dante,via Ormea 164,77000,38,2,1,1,1,2000,,7.67522295336235,45.0431346
20/04/2023,Torino,Via Carlo Marochetti 7,via Carlo Marochetti 7,199000,78,2,1,3,1,1900,Buono / Abitabile,7.6791648,45.0454978
02/05/2023,Torino,San Salvario - Dante,via Antonio Canova 40,79000,45,0,0,2,1,1930,Ottimo / Ristrutturato,7.6766378,45.0438499
19/02/2022,Torino,San Salvario - Dante,via MADAMA CRISTINA,268000,120,1,0,5,1,1980,Buono / Abitabile,7.6848743,45.0605249
29/12/2022,Torino,San Salvario - Dante,via Tommaso Grossi 10,219000,97,1,1,4,1,1970,Buono / Abitabile,7.6712424,45.0464745
03/05/2023,Torino,San Salvario - Baretti,via Madama Cristina 18,99000,75,1,0,3,2,1800,Buono / Abitabile,7.6829399,45.0579574
21/04/2023,Torino,San Salvario - Dante,Open space via Giuseppe Giacosa 4,280000,90,0,1,2,1,1950,Nuovo / In costruzione,,
20/02/2023,Torino,San Salvario - Dante,via Saluzzo 114,157000,70,2,0,3,1,1956,Ottimo / Ristrutturato,7.674207,45.0467508
24/04/2023,Torino,San Salvario - Dante,Open space via Giuseppe Giacosa 4,270000,80,0,1,2,1,1950,Nuovo / In costruzione,,
03/05/2023,Torino,San Salvario - Baretti,via Silvio Pellico 26,329000,140,1,0,5,2,1900,Ottimo / Ristrutturato,7.6843366,45.0571384
12/10/2022,Torino,San Salvario - Dante,Open space via Giuseppe Giacosa 4,210000,60,0,1,2,1,1950,Nuovo / In costruzione,,
24/04/2023,Torino,San Salvario - Dante,Open space via Giuseppe Giacosa 4,270000,84,0,1,3,1,1950,,,
20/04/2023,Torino,Via Madama Cristina 111,via Madama Cristina 111,349000,120,1,1,5,2,1900,Buono / Abitabile,7.6766812,45.0486758
26/11/2021,Torino,San Salvario - Dante,via Ormea 164,115000,40,5,1,1,1,1971,Ottimo / Ristrutturato,7.67522295336235,45.0431346
12/12/2022,Torino,San Salvario - Baretti,unifamiliare via Nizza 19,450000,120,0,0,3,2,2021,Nuovo / In costruzione,,
14/04/2022,Torino,San Salvario - Baretti,via Sant'Anselmo 17,125000,70,0,1,2,1,1980,Buono / Abitabile,7.6809795,45.0587253
15/04/2023,Torino,San Salvario - Dante,corso dante 42,235000,110,5,1,4,1,1970,Ottimo / Ristrutturato,7.6712218,45.0476098
02/05/2023,Torino,San Salvario - Dante,corso Dante 101,1650000,330,8,1,5,3,2016,Nuovo / In costruzione,7.6800218,45.0462113
13/02/2023,Torino,San Secondo,via Nizza 26,124000,39,6,1,2,1,1970,Ottimo / Ristrutturato,7.6759784,45.0556462
13/02/2023,Torino,San Secondo,via Nizza 26,98000,33,6,1,1,1,1970,Ottimo / Ristrutturato,7.6759784,45.0556462
11/02/2023,Torino,San Salvario - Baretti,via Saluzzo 14,295000,160,3,1,5,2,1890,Da ristrutturare,7.6794669,45.0602251
30/03/2023,Torino,San Salvario - Baretti,corso Vittorio Emanuele II 25,518000,257,3,1,5,2,1900,Buono / Abitabile,7.6835122,45.0608158
09/05/2023,Torino,San Salvario - Dante,via Saluzzo 56,83000,41,0,1,1,1,1900,Buono / Abitabile,7.6773492,45.0547952
03/05/2023,Torino,San Salvario - Baretti,via Saluzzo 15,380000,140,3,1,5,2,1930,Ottimo / Ristrutturato,7.6794588,45.0598973
03/03/2023,Torino,San Salvario - Baretti,via Nizza 29,169000,80,1,1,4,1,1980,Buono / Abitabile,7.6776199,45.0582804
21/04/2023,Torino,San Salvario - Dante,via Pio Foà 86,230000,115,5,1,4,2,1945,Ottimo / Ristrutturato,7.6760127,45.0428625
22/11/2022,Torino,San Salvario - Dante,buono stato,135000,35,0,0,1,1,1930,Buono / Abitabile,,
05/05/2023,Torino,San Secondo,via Nizza 29,169000,80,1,1,4,1,1900,Da ristrutturare,7.6776199,45.0582804
03/04/2023,Torino,San Salvario - Dante,corso Dante 101,1350000,370,2,1,5,3,2017,Nuovo / In costruzione,7.6800218,45.0462113
12/12/2022,Torino,San Salvario - Baretti,Mansarda via Nizza 19,295000,87,5,1,3,1,2021,Nuovo / In costruzione,,
04/05/2023,Torino,San Salvario - Dante,via Tommaso Grossi 17,89000,29,1,1,1,1,2000,Nuovo / In costruzione,7.6710676,45.0455353
20/04/2023,Torino,San Salvario - Dante,via Tiepolo 14,269000,110,1,1,4,1,1950,Buono / Abitabile,7.682078,45.0449671
20/04/2023,Torino,San Salvario - Dante,via Vincenzo Monti 13,129000,70,1,0,3,1,1960,Buono / Abitabile,7.676927,45.0484751
08/05/2023,Torino,San Salvario - Dante,Palazzo - Edificio in Vendita,572000,720,0,0,2,1,1968,,,
29/12/2022,Torino,San Salvario - Dante,via Ludovico Antonio Muratori 32,289000,103,0,1,4,1,1999,Nuovo / In costruzione,,
14/02/2022,Torino,San Salvario - Dante,via Tiziano Vecellio 37,55000,30,2,1,1,1,1960,Ottimo / Ristrutturato,7.6755712,45.0450906
29/12/2022,Torino,San Salvario - Dante,via Ilarione Petitti 5,199000,87,1,1,3,1,1970,Buono / Abitabile,7.6708272,45.046844
11/04/2023,Torino,San Salvario - Baretti,via San Pio V 20,170000,150,1,1,4,1,1890,Da ristrutturare,7.6836342,45.0599801
02/03/2023,Torino,San Salvario - Dante,via Nizza 60,250000,85,4,1,3,1,1980,Ottimo / Ristrutturato,7.6733395,45.048409
08/05/2023,Torino,San Salvario - Dante,via Saluzzo 83,150000,63,4,1,2,1,1950,Buono / Abitabile,7.6758476,45.0506006
09/03/2020,Torino,San Salvario - Dante,corso Massimo D'Azeglio 60,260000,75,6,1,2,1,1960,Buono / Abitabile,7.6798599,45.0487464
06/05/2023,Torino,San Salvario - Dante,via Madama Cristina 107,150000,72,2,1,2,1,1903,Buono / Abitabile,7.6768096,45.0488574
27/01/2023,Torino,San Salvario - Dante,piazza Nizza 48,390000,110,2,1,4,1,1939,Ottimo / Ristrutturato,7.6739424,45.0509717
16/02/2021,Torino,San Salvario - Baretti,via Cesare Lombroso 24,230000,90,1,0,4,1,1800,Buono / Abitabile,7.6837943,45.0557841
04/05/2023,Torino,San Salvario - Baretti,buono stato,290000,140,3,1,5,2,1940,Buono / Abitabile,,
05/03/2020,Torino,San Salvario - Dante,Loft via Gabriele Chiabrera 25,350000,65,0,1,2,1,2012,Ottimo / Ristrutturato,,
24/02/2023,Torino,San Salvario - Dante,piazza Arturo Graf 124,328000,124,3,1,4,2,1965,Buono / Abitabile,7.6733735,45.0446488
09/05/2023,Torino,San Salvario - Dante,via Tiziano Vecellio 32,129000,60,1,1,2,1,1970,Buono / Abitabile,7.6755361,45.044986
09/05/2023,Torino,San Salvario - Baretti,via Goito 2,540000,186,5,1,5,2,1900,Ottimo / Ristrutturato,7.6812489,45.0614803
09/05/2023,Torino,San Salvario - Baretti,via Principe Tommaso 21,280000,120,4,1,5,1,1880,Buono / Abitabile,7.6820386,45.0582777
08/05/2023,Torino,San Salvario - Dante,via Gaetano Donizetti 2,295000,97,2,1,4,2,1955,Buono / Abitabile,7.6746887,45.050565
19/09/2022,Torino,San Salvario - Dante,via Principe Tommaso,366000,125,3,1,5,2,1980,Nuovo / In costruzione,7.6828113,45.0595258
08/05/2023,Torino,San Salvario - Dante,via Gaetano Donizetti 2,149000,75,5,1,3,1,1965,Da ristrutturare,7.6746887,45.050565
19/09/2022,Torino,San Salvario - Dante,via Ormea,251000,90,0,0,3,2,1980,Nuovo / In costruzione,7.6796329,45.0509678
07/05/2023,Torino,San Salvario - Dante,via Principe Tommaso,176000,75,0,0,3,1,1980,Nuovo / In costruzione,7.6828113,45.0595258
07/05/2023,Torino,San Salvario - Dante,via Nizza,341000,100,1,1,5,1,1980,Nuovo / In costruzione,7.6651957,45.0270088
07/05/2023,Torino,San Salvario - Dante,corso Dante Alighieri,487000,160,4,1,5,2,1980,Nuovo / In costruzione,7.6832917,45.0455042
07/05/2023,Torino,San Salvario - Dante,via Nizza,318000,95,2,1,4,1,1980,Nuovo / In costruzione,7.6651957,45.0270088
07/05/2023,Torino,San Secondo,via Lodovico Antonio Muratori,351000,100,6,1,4,1,1980,Nuovo / In costruzione,7.6697716,45.0451907
07/05/2023,Torino,San Salvario - Dante,via Tommaso Grossi,289000,95,3,1,3,1,1980,Nuovo / In costruzione,7.6707836,45.0450081
07/05/2023,Torino,San Salvario - Dante,corso Raffaello,281000,85,6,1,3,1,1980,Nuovo / In costruzione,7.6812859,45.0504841
07/05/2023,Torino,San Salvario - Dante,piazza Arturo Graf,572000,170,4,1,5,2,1980,Nuovo / In costruzione,7.6737242,45.045326
07/05/2023,Torino,San Salvario - Dante,via Nizza,450000,140,2,1,4,3,1980,Nuovo / In costruzione,7.6651957,45.0270088
08/05/2023,Torino,San Salvario - Dante,via Saluzzo 64,96500,55,2,1,2,1,1965,Ottimo / Ristrutturato,7.6770059,45.0539337
08/05/2023,Torino,San Salvario - Dante,corso Dante Alighieri,254000,80,3,1,3,1,1980,Nuovo / In costruzione,7.6832917,45.0455042
08/05/2023,Torino,San Salvario - Dante,via Giorgio Bidone,368000,95,1,1,4,1,1980,Nuovo / In costruzione,7.6791237,45.0525074
08/05/2023,Torino,San Salvario - Dante,via Saluzzo,357000,110,1,1,4,1,1980,Nuovo / In costruzione,7.6740843,45.0462565
08/05/2023,Torino,San Salvario - Dante,via Nizza,454000,140,3,1,4,2,1980,Nuovo / In costruzione,7.6651957,45.0270088
08/05/2023,Torino,San Salvario - Baretti,via Baretti,169500,147,1,1,5,2,1980,Buono / Abitabile,7.6495312,44.9917096
08/05/2023,Torino,San Salvario - Dante,via Belfiore,175000,60,1,0,3,1,1980,Nuovo / In costruzione,7.6784896,45.054363
05/05/2023,Torino,San Salvario - Dante,corso Dante Alighieri 72,189000,78,4,1,3,1,1920,Ottimo / Ristrutturato,7.6762105,45.0467079
05/05/2023,Torino,San Salvario - Dante,via Pio Foà 86,87000,50,4,1,2,1,1900,Ottimo / Ristrutturato,7.6760127,45.0428625
09/05/2023,Torino,San Secondo,via Ludovico Antonio Muratori 8,219000,85,1,1,3,1,2000,Nuovo / In costruzione,,
09/05/2023,Torino,San Salvario - Baretti,via Sant'Anselmo 13,445000,165,2,1,4,2,1900,Ottimo / Ristrutturato,7.6812257,45.05919
09/05/2023,Torino,San Salvario - Dante,via Giotto 21,79000,61,2,0,2,1,1936,Buono / Abitabile,7.6750681,45.0452569
09/05/2023,Torino,San Salvario - Baretti,via Sant'Anselmo 28,349000,135,1,1,4,2,1900,Ottimo / Ristrutturato,7.6805674,45.0580483
09/05/2023,Torino,San Salvario - Dante,via Nizza 89,144000,60,3,0,1,1,1920,Buono / Abitabile,7.6743055,45.0502033
03/05/2023,Torino,San Salvario - Baretti,corso Vittorio Emanuele II 5,398000,102,3,1,4,2,1960,Ottimo / Ristrutturato,7.6863207,45.0598192
03/05/2023,Torino,San Salvario - Dante,corso Massimo D'azeglio 106,1380000,237,4,1,5,3,1960,Ottimo / Ristrutturato,7.6772285,45.0439445
08/05/2023,Torino,San Salvario - Dante,via Saluzzo 52,78000,47,1,1,1,1,2000,Ottimo / Ristrutturato,7.6775944,45.0555084
04/05/2023,Torino,San Salvario - Dante,via Tommaso Grossi 1,95000,31,6,1,1,1,1970,Buono / Abitabile,7.6718022,45.0474289
08/05/2023,Torino,San Salvario - Baretti,corso Vittorio Emanuele II 5,398000,102,3,1,3,2,1960,Ottimo / Ristrutturato,7.6863207,45.0598192
04/05/2023,Torino,San Salvario - Dante,via Benvenuto Cellini 28,210000,100,4,1,4,1,1940,Buono / Abitabile,7.6756545,45.0432734
02/05/2023,Torino,San Salvario - Baretti,ottimo stato,258000,110,2,0,4,2,1920,Ottimo / Ristrutturato,,
08/05/2023,Torino,San Salvario - Dante,via Antonio Canova,281000,90,5,1,3,1,1980,Nuovo / In costruzione,7.6764346,45.0439449
08/05/2023,Torino,San Salvario - Dante,via Nizza,321000,100,2,1,3,1,1980,Nuovo / In costruzione,7.6651957,45.0270088
08/05/2023,Torino,San Salvario - Dante,via Francesco Petrarca,205000,60,5,1,2,1,1980,Nuovo / In costruzione,7.603536,45.0753067
06/05/2023,Torino,San Salvario - Baretti,via Ormea 6,145000,65,1,1,3,1,1980,Da ristrutturare,7.6855024,45.0591238
02/05/2023,Torino,San Salvario - Baretti,Loft via Sant'Anselmo 11,225000,60,1,1,2,1,1950,Ottimo / Ristrutturato,,
29/04/2023,Torino,San Salvario - Baretti,Loft via Sant'anselmo 11,230000,65,1,1,2,1,1950,Ottimo / Ristrutturato,,
08/05/2023,Torino,San Salvario - Baretti,Loft via Sant'anselmo 11,1085000,330,1,1,5,1,1950,Ottimo / Ristrutturato,,
08/05/2023,Torino,San Salvario - Baretti,Loft via Sant'anselmo 11,195000,60,1,1,2,1,1950,Ottimo / Ristrutturato,,
09/05/2023,Torino,San Salvario - Dante,via Ormea 164,59000,34,4,1,2,1,1968,Ottimo / Ristrutturato,7.67522295336235,45.0431346
02/05/2023,Torino,San Salvario - Dante,corso Dante Alighieri 75,390000,130,4,1,4,2,1990,,7.6762451,45.0469565
04/05/2023,Torino,San Salvario - Dante,via ormea 164,75000,40,6,1,2,1,1980,Buono / Abitabile,7.67522295336235,45.0431346
09/05/2023,Torino,San Salvario - Dante,via Ormea 164,39000,34,4,1,2,1,1968,Ottimo / Ristrutturato,7.67522295336235,45.0431346
09/05/2023,Torino,San Salvario - Baretti,via Ormea 8,319000,104,1,1,4,1,1900,Buono / Abitabile,7.6853057,45.058857
29/04/2023,Torino,San Salvario - Dante,piazza nizza 81,218000,85,4,1,3,1,1958,Nuovo / In costruzione,7.6750484,45.051111
04/05/2023,Torino,San Salvario - Dante,via Gaetano Donizetti 7,142000,65,3,0,3,1,1909,Buono / Abitabile,7.6764651,45.0502956
28/04/2023,Torino,San Salvario - Dante,Loft via Giovanni Argentero 1,225000,81,0,0,3,1,1900,Ottimo / Ristrutturato,,
27/04/2023,Torino,San Salvario - Dante,corso Dante Alighieri 79,219000,75,1,1,3,1,1970,Ottimo / Ristrutturato,7.6768679,45.0468199
26/04/2023,Torino,San Salvario - Dante,via Vincenzo Monti 19,99000,50,0,1,2,1,1900,Nuovo / In costruzione,7.6778847,45.0481374
26/04/2023,Torino,San Salvario - Dante,via Ilarione Petitti 13,220000,86,2,1,3,1,1960,Ottimo / Ristrutturato,7.6719016,45.046609
22/04/2023,Torino,San Secondo,via Nizza 26,124000,40,6,1,2,1,1990,Ottimo / Ristrutturato,7.6759784,45.0556462
21/04/2023,Torino,San Salvario - Baretti,corso Massimo d'Azeglio 30,600000,180,3,1,5,2,1970,Buono / Abitabile,7.6839967,45.0544034
06/05/2023,Torino,San Salvario - Baretti,via Saluzzo 5,178000,54,2,1,2,1,1874,Ottimo / Ristrutturato,7.6801989,45.061082
21/04/2023,Torino,San Salvario - Dante,via Ilarione Petitti,349000,120,3,1,4,1,1963,Nuovo / In costruzione,7.6729795,45.0463416
22/04/2023,Torino,San Secondo,via Nizza 26,89000,30,4,1,2,1,1990,Ottimo / Ristrutturato,7.6759784,45.0556462
03/05/2023,Torino,San Salvario - Baretti,via Claudio Luigi Berthollet 14,229000,105,4,1,4,1,1900,Ottimo / Ristrutturato,7.6813366,45.0589537
03/05/2023,Torino,San Salvario - Baretti,via Saluzzo 17/A,79000,46,4,1,2,1,1900,Ottimo / Ristrutturato,7.6793328,45.0596496
08/05/2023,Torino,San Salvario - Dante,corso Dante 90,568000,170,3,1,5,2,1940,Ottimo / Ristrutturato,7.6790413,45.0461683
19/04/2023,Torino,San Salvario - Baretti,via Silvio Pellico 1,235000,110,3,1,4,1,1960,Buono / Abitabile,7.6806242,45.0585949
09/05/2023,Torino,San Secondo,via Nizza 26,98000,34,6,1,1,1,1972,Ottimo / Ristrutturato,7.6759784,45.0556462
19/04/2023,Torino,San Salvario - Dante,via Vincenzo Monti 14,210000,85,3,0,3,1,1913,Buono / Abitabile,7.6757363,45.0486635
19/04/2023,Torino,San Salvario - Dante,via Francesco Petrarca 26,300000,85,4,1,3,2,2024,Nuovo / In costruzione,7.6785348,45.0487176
19/04/2023,Torino,San Salvario - Dante,via Francesco Petrarca 26,380000,120,1,1,4,2,2024,Nuovo / In costruzione,7.6785348,45.0487176
19/04/2023,Torino,San Salvario - Dante,via Francesco Petrarca 26,260000,82,1,1,3,1,2024,Nuovo / In costruzione,7.6785348,45.0487176
19/04/2023,Torino,San Salvario - Dante,via Francesco Petrarca 26,360000,112,0,1,4,2,2024,Nuovo / In costruzione,7.6785348,45.0487176
19/04/2023,Torino,San Salvario - Dante,via Francesco Petrarca 26,170000,52,1,1,2,1,2024,Nuovo / In costruzione,7.6785348,45.0487176
03/05/2023,Torino,San Salvario - Baretti,via Cesare Lombroso 14,139000,70,0,1,3,1,1900,Buono / Abitabile,7.6824265,45.0562757
03/05/2023,Torino,San Salvario - Dante,via Tommaso Grossi 6,219000,100,0,1,4,1,1960,Buono / Abitabile,7.6714267,45.0469252
27/04/2023,Torino,San Salvario - Dante,piazza Edmondo De Amicis 76,218000,110,3,1,4,1,1880,Buono / Abitabile,7.6726146,45.0470314
18/04/2023,Torino,San Salvario - Dante,corso Raffaello,205000,80,7,1,3,1,1970,Buono / Abitabile,7.6812859,45.0504841
17/04/2023,Torino,San Salvario - Dante,Mansarda via Ormea 105,49000,12,4,1,1,1,1900,,,
17/04/2023,Torino,San Salvario - Dante,Mansarda corso Raffaello 20,195000,85,5,1,3,1,1887,Ottimo / Ristrutturato,,
17/04/2023,Torino,San Salvario - Dante,via Ormea 164,80000,35,4,1,1,1,1970,Ottimo / Ristrutturato,7.67522295336235,45.0431346
07/05/2023,Torino,San Salvario - Dante,via Nizza 106,340000,140,3,1,4,2,1912,Buono / Abitabile,7.6716081,45.0439354
17/04/2023,Torino,San Salvario - Dante,via Tommaso Valperga Caluso 25,270000,100,6,1,3,2,1980,Da ristrutturare,,
09/05/2023,Torino,San Salvario - Dante,via Ormea 164,69000,37,2,1,2,1,1968,Ottimo / Ristrutturato,7.67522295336235,45.0431346
09/05/2023,Torino,San Salvario - Dante,via Madama Cristina 114,159000,71,1,0,4,1,1910,Ottimo / Ristrutturato,7.6743493,45.0457183
17/04/2023,Torino,San Salvario - Dante,via Federico Menabrea 18,1400000,178,5,1,5,2,2009,Ottimo / Ristrutturato,,
19/04/2023,Torino,San Salvario - Dante,Mansarda via Nizza 155,275000,100,5,1,3,2,2007,Ottimo / Ristrutturato,,
09/05/2023,Torino,San Salvario - Dante,corso Dante 64,360000,120,3,1,4,2,1869,Ottimo / Ristrutturato,7.6747145,45.0470018
09/05/2023,Torino,San Salvario - Dante,via Belfiore 51,50000,20,5,1,1,1,1885,Buono / Abitabile,7.6778318,45.0524313
14/04/2023,Torino,San Salvario - Dante,via Saluzzo 43,375000,108,3,1,3,2,2023,Nuovo / In costruzione,7.6777351,45.0554894
12/04/2023,Torino,San Salvario - Baretti,via Goito,185000,95,1,0,4,1,1890,Buono / Abitabile,7.6815056,45.0617256
09/05/2023,Torino,San Salvario - Dante,via Nizza 87,147000,80,1,1,4,1,1914,Buono / Abitabile,7.6743968,45.0504078
04/05/2023,Torino,San Salvario - Baretti,Loft via Saluzzo 42,160000,57,0,0,2,1,1950,Nuovo / In costruzione,,
14/04/2023,Torino,San Salvario - Dante,via Saluzzo 43,395000,108,4,1,3,2,2023,Nuovo / In costruzione,7.6777351,45.0554894
12/04/2023,Torino,San Salvario - Baretti,Loft via Goito,185000,95,1,0,4,1,1890,Buono / Abitabile,,
18/04/2023,Torino,San Salvario - Dante,via Nizza 111,205000,88,1,1,3,1,1980,Ottimo / Ristrutturato,7.6736698,45.0485553
08/04/2023,Torino,San Salvario - Baretti,via Nizza 5,248000,155,1,1,5,1,1900,Buono / Abitabile,7.5201986,45.0741502
03/05/2023,Torino,San Salvario - Baretti,via Nizza 19,59000,34,4,1,1,1,1900,Ottimo / Ristrutturato,7.6784268,45.0597155
07/04/2023,Torino,San Salvario - Dante,corso Raffaello 28,395000,131,0,1,3,2,1899,Nuovo / In costruzione,7.6799467,45.0508417
07/04/2023,Torino,San Salvario - Dante,corso Raffaello 28,320000,95,0,1,2,2,1899,Nuovo / In costruzione,7.6799467,45.0508417
06/04/2023,Torino,San Salvario - Baretti,Loft via Saluzzo 42,175000,60,0,0,2,1,1980,Nuovo / In costruzione,,
03/05/2023,Torino,San Salvario - Baretti,via Nizza 19,139000,57,3,1,2,1,1900,Buono / Abitabile,7.6784268,45.0597155
20/04/2023,Torino,San Salvario - Baretti,via Baretti 39,285000,88,5,1,4,1,1980,Ottimo / Ristrutturato,7.6495312,44.9917096
05/04/2023,Torino,San Salvario - Dante,via Tiziano Vecellio 29,102000,40,4,1,1,1,1900,Ottimo / Ristrutturato,7.6745177,45.0453019
03/04/2023,Torino,San Salvario - Dante,via Pio Foà 78,339000,128,4,1,4,2,1962,Buono / Abitabile,7.6762815,45.0436828
04/05/2023,Torino,San Salvario - Dante,via Vincenzo Monti 9,248000,82,2,1,3,1,1950,Ottimo / Ristrutturato,7.6753024,45.0488609
09/05/2023,Torino,San Salvario - Baretti,via Belfiore 7,246000,100,1,0,4,1,1900,Ottimo / Ristrutturato,7.6800624,45.0582357
15/04/2023,Torino,San Salvario - Dante,via Ormea 108,116000,50,0,0,2,2,1980,,7.6776433,45.0483681
06/05/2023,Torino,San Salvario - Dante,via Carlo Marochetti 7,129000,65,2,0,3,1,1900,Da ristrutturare,7.6791648,45.0454978
